,sector,industry,market_cap,country,full_name,pe_ratio,forward_pe,peg_ratio,price_to_book,price_to_sales,enterprise_value,ev_to_ebitda,dividend_yield,dividend_rate,payout_ratio,five_year_avg_dividend_yield,profit_margins,operating_margins,gross_margins,roe,roa,revenue_growth,earnings_growth,earnings_quarterly_growth,beta,52week_high,52week_low,52week_change,current_ratio,quick_ratio,debt_to_equity,total_debt,total_cash,recommendation,recommendation_mean,target_mean_price,target_high_price,target_low_price,number_of_analysts,employees,exchange,quote_type,main_cluster,n_clusters
SPG,Real Estate,REIT - Retail,66577035264,United States,"Simon Property Group, Inc.",27.260466,25.933628,,23.812298,11.032891,82775973888.0,18.51,4.87,8.6,1.2906,5.35,0.35057998,0.49664003,0.82174003,0.73077005,0.05766,0.028,0.125,0.127,1.531,190.14,136.34,0.010708332,0.375,0.375,838.545,25920014336.0,1231437056.0,buy,2.35,187.15,225.0,169.0,20.0,2600.0,NYQ,EQUITY,cube2_cluster0,2
TFC,Financial Services,Banks - Regional,56644886528,United States,Truist Financial Corporation,11.9051485,11.121519,,0.96116394,3.1181817,73744236544.0,,4.84,2.08,0.56369996,4.59,0.28729,0.37097,0.0,0.08128,0.00983,,0.466,0.373,0.855,49.06,33.56,-0.021862924,,,,64172998656.0,51717001216.0,buy,2.18182,49.52857,55.0,46.1,21.0,37996.0,NYQ,EQUITY,cube2_cluster0,2
CMG,Consumer Cyclical,Restaurants,56451256320,United States,"Chipotle Mexican Grill, Inc.",36.293102,32.137405,,16.007603,4.8759313,59685351424.0,25.559,,,0.0,,0.13317999,0.18428,0.40165,0.42593,0.13668,0.03,-0.03,-0.043,0.994,66.74,38.3,-0.3161679,1.651,1.53,135.497,4780585984.0,1546492032.0,buy,1.58333,54.57576,65.0,44.0,33.0,130000.0,NYQ,EQUITY,cube0_cluster0,2
LHX,Industrials,Aerospace & Defense,56126566400,United States,"L3Harris Technologies, Inc.",32.785793,20.847115,,2.908599,2.62605,67746570240.0,16.979,1.64,4.8,0.5274,2.0,0.0794,0.12827,0.25738,0.08926,0.04126,0.024,0.271,0.251,0.762,308.12,193.09,0.19616795,1.039,0.802,62.776,12101999616.0,482000000.0,buy,1.7,314.8889,355.0,250.0,18.0,47000.0,NYQ,EQUITY,cube4_cluster0,2
DDOG,Technology,Software - Application,57263951872,United States,"Datadog, Inc.",459.65717,79.251236,,17.549908,18.986368,53459574784.0,1794.969,,,0.0,,0.04131,-0.042940002,0.79941005,0.04447,-0.00223,0.281,-0.936,-0.94,1.214,170.08,81.63,0.29413617,3.432,3.337,39.566,1264427008.0,3910970112.0,buy,1.53333,164.61633,200.0,105.0,41.0,6500.0,NMS,EQUITY,cube2_cluster1,2
MPC,Energy,Oil & Gas Refining & Marketing,55757324288,United States,Marathon Petroleum Corporation,26.655022,17.952942,,3.3486943,0.4165284,90674200576.0,11.768,1.98,3.64,0.51669997,2.78,0.01595,0.058229998,0.08796,0.14628,0.03398,-0.108,-0.086,-0.197,0.883,201.61,115.1,0.16800404,1.232,0.665,129.105,30034999296.0,1672999936.0,buy,2.26316,193.72221,220.0,155.0,18.0,18300.0,NYQ,EQUITY,cube3_cluster0,2
FDX,Industrials,Integrated Freight & Logistics,55371665408,United States,FedEx Corporation,13.455848,10.315165,,1.9942383,0.62502587,,,2.53,5.8,0.32770002,1.72,0.046529997,0.0764,0.27446,0.15004,0.048839998,0.139,-0.133,-0.107,1.288,308.53,194.3,-0.13639438,1.246,1.144,,,,buy,2.03333,266.0357,320.0,200.0,28.0,300000.0,NYQ,EQUITY,cube1_cluster1,2
AXON,Industrials,Aerospace & Defense,55738150912,United States,"Axon Enterprise, Inc.",175.29105,113.656456,,20.245647,23.305899,55140384768.0,635.214,,,0.0,,0.13644,0.00025,0.60578,0.14001,0.00245,0.328,-0.17,-0.129,1.415,885.92,422.38,0.63549244,2.952,2.561,75.079,2051459968.0,2230799872.0,buy,1.61111,888.93335,1000.0,800.0,15.0,4100.0,NMS,EQUITY,cube2_cluster1,2
ROP,Technology,Software - Application,55294136320,United States,"Roper Technologies, Inc.",35.981792,25.665335,,2.8162546,7.404043,63910735872.0,21.67,0.64,3.3,0.2212,0.54,0.20616,0.28211,0.68867993,0.081520006,0.04153,0.132,0.119,0.122,1.001,595.17,492.25,-0.0781222,0.464,0.365,45.121,8858999808.0,242400000.0,buy,1.83333,632.6,704.0,460.0,15.0,18200.0,NMS,EQUITY,cube2_cluster0,2
ALL,Financial Services,Insurance - Property & Casualty,55209635840,United States,The Allstate Corporation,9.67313,11.009984,,2.51217,0.83375573,54652637184.0,7.363,1.95,4.0,0.18059999,2.35,0.087919995,0.11590999,0.24591999,0.27005,0.038310003,0.058,5.867,5.372,0.377,215.7,176.0,0.06543708,0.444,0.294,33.705,8090999808.0,10634999808.0,buy,1.91304,232.85,288.0,157.0,20.0,55000.0,NYQ,EQUITY,cube2_cluster0,2
MET,Financial Services,Insurance - Life,55124008960,United States,"MetLife, Inc.",13.72351,8.55418,,1.9965316,0.7550096,72989007872.0,10.07,2.81,2.27,0.3739,3.03,0.058720004,0.05606,0.25726,0.15508,0.00593,-0.027,-0.195,-0.229,0.849,89.05,65.21,-0.05650246,1.608,1.364,172.245,48102998016.0,30479998976.0,buy,1.88235,93.33333,108.0,72.0,15.0,45000.0,NYQ,EQUITY,cube2_cluster0,2
NXPI,Technology,Semiconductors,54633234432,Netherlands,NXP Semiconductors N.V.,25.85048,16.534813,,5.6938477,4.506949,63159484416.0,15.356,1.87,4.06,0.4834,1.57,0.17719999,0.25768998,0.557,0.22695999,0.083909996,-0.064,-0.311,-0.324,1.447,256.62,148.09,-0.06935793,1.736,0.958,115.519,11477999616.0,3169999872.0,buy,1.5625,258.4344,289.0,210.0,32.0,33100.0,NMS,EQUITY,cube2_cluster1,2
GM,Consumer Cyclical,Auto Manufacturers,54411247616,United States,General Motors Company,8.491828,5.406812,,0.8241402,0.29003865,172617252864.0,10.373,1.08,0.6,0.0779,4.06,0.02545,0.04701,0.109689996,0.06955,0.02273,-0.018,-0.251,-0.354,1.336,62.14,41.6,0.16238248,1.218,0.965,200.191,137048997888.0,20938999808.0,buy,2.07407,63.75,92.0,40.0,24.0,162000.0,NYQ,EQUITY,cube2_cluster0,2
BDX,Healthcare,Medical Instruments & Supplies,53989146624,United States,"Becton, Dickinson and Company",34.123188,11.974571,,2.119548,2.5245087,72573149184.0,12.261,2.23,4.16,0.74410003,1.51,0.07411,0.17807,0.47157001,0.061750002,0.0396,0.104,0.19,0.179,0.28,251.99,163.33,-0.22810352,1.103,0.453,75.93,19341000704.0,757000000.0,buy,2.42857,208.27274,270.0,183.0,11.0,70000.0,NYQ,EQUITY,cube1_cluster0,2
O,Real Estate,REIT - Retail,53797773312,United States,Realty Income Corporation,57.126217,37.00629,,1.3739959,9.822197,82153259008.0,16.747,5.46,3.21,3.0942001,4.93,0.16721001,0.42988998,0.9265,0.02358,0.02164,0.054,-0.248,-0.241,0.787,64.88,50.71,-0.07307452,1.504,1.04,73.557,28954505216.0,809246976.0,hold,2.56,62.97619,75.0,59.0,21.0,468.0,NYQ,EQUITY,cube3_cluster0,2
PSA,Real Estate,REIT - Industrial,53013078016,United States,Public Storage,32.664864,28.42427,,10.55509,11.141623,66802642944.0,19.924,4.0,12.0,1.3086,3.33,0.38064,0.47577998,0.72709,0.18917999,0.06899,0.016,-0.338,-0.308,0.876,355.87,256.6,-0.13148206,0.611,0.611,110.172,10440279040.0,1104603008.0,buy,1.90476,323.6316,350.0,287.0,19.0,5900.0,NYQ,EQUITY,cube2_cluster0,2
PSX,Energy,Oil & Gas Refining & Marketing,52875616256,United States,Phillips 66,30.858492,13.787145,,1.9233822,0.3976627,73894617088.0,19.364,3.7,4.8,1.1044999,4.03,0.012920001,0.0442,0.09988,0.06183,0.013040001,-0.126,-0.098,-0.136,1.094,142.35,91.01,-0.012252688,1.071,0.629,73.13,20935000064.0,1052000000.0,buy,2.2,143.89474,170.0,129.0,19.0,13200.0,NYQ,EQUITY,cube2_cluster0,2
D,Utilities,Utilities - Regulated Electric,52503236608,United States,"Dominion Energy, Inc.",20.370861,18.201183,,2.001106,3.4480355,103541235712.0,12.948,4.35,2.67,0.88699996,4.48,0.16962999,0.32493,0.49273998,0.091400005,0.03266,0.093,0.381,0.35,0.609,62.46,48.07,0.064745665,0.666,0.281,151.441,46753001472.0,363000000.0,hold,2.9375,62.15385,67.0,54.0,13.0,14700.0,NYQ,EQUITY,cube3_cluster0,2
NDAQ,Financial Services,Financial Data & Stock Exchanges,51377627136,United States,"Nasdaq, Inc.",34.306515,28.515923,,4.3508263,6.334315,60329627648.0,21.028,1.21,1.08,0.3808,1.31,0.18591999,0.29233998,0.60597,0.13254,0.04644,0.166,1.053,1.036,0.989,97.63,64.84,0.2240175,0.96,0.214,81.977,9688000512.0,743000000.0,buy,1.95,101.88889,115.0,74.0,18.0,9492.0,NMS,EQUITY,cube3_cluster0,2
IDXX,Healthcare,Diagnostics & Research,50955788288,United States,"IDEXX Laboratories, Inc.",52.637188,53.25334,,34.99313,12.619957,52028465152.0,37.354,,,0.0,,0.24410999,0.33624,0.6154,0.64865,0.23259,0.106,0.488,0.446,1.578,688.12,356.14,0.33634365,1.113,0.677,84.813,1237271040.0,164594000.0,buy,2.28571,697.1667,785.0,420.0,12.0,11000.0,NMS,EQUITY,cube3_cluster1,2
ROST,Consumer Cyclical,Apparel Retail,50494627840,United States,"Ross Stores, Inc.",24.566454,23.207771,,8.816581,2.3488326,51715596288.0,16.949,1.05,1.62,0.24520001,0.97,0.09596,0.115439996,0.32647,0.37979,0.11054,0.046,-0.019,-0.036,1.183,158.69,122.36,0.058256388,1.577,0.924,88.407,5067982848.0,3847015936.0,buy,1.68421,162.29411,175.0,130.0,17.0,107000.0,NMS,EQUITY,cube2_cluster0,2
VLO,Energy,Oil & Gas Refining & Marketing,50384605184,United States,Valero Energy Corporation,64.876,16.807255,,2.092585,0.42862642,59363606528.0,11.751,2.8,4.52,1.7742,3.92,0.0064999997,0.03603,0.05076,0.02757,0.021979999,-0.146,-0.158,-0.189,1.026,178.43,99.0,0.1987375,1.622,1.004,39.511,10647000064.0,4536999936.0,buy,1.9,172.38889,200.0,138.0,18.0,9898.0,NYQ,EQUITY,cube3_cluster0,2
PCAR,Industrials,Farm & Heavy Construction Machinery,49942585344,United States,PACCAR Inc,16.011784,12.256443,,2.6365979,1.6058915,57737785344.0,13.389,1.42,1.32,0.2161,1.32,0.098809995,0.11517,0.15719,0.16771,0.05796,-0.144,-0.357,-0.355,0.946,118.81,84.65,-0.12386054,5.444,4.813,84.861,16074900480.0,8279699968.0,buy,2.42105,104.625,131.0,86.0,16.0,30100.0,NMS,EQUITY,cube2_cluster0,2
EA,Communication Services,Electronic Gaming & Multimedia,49941082112,United States,Electronic Arts Inc.,50.05,23.470106,,8.262485,6.6819754,50670501888.0,27.508,0.38,0.76,0.19,,0.13942,0.16218,0.79140997,0.15458,0.07626,0.007,-0.24,-0.282,0.767,203.75,115.21,0.3679142,0.837,0.712,36.32,2208999936.0,1630000000.0,hold,2.65217,193.88422,250.0,148.0,19.0,14500.0,NMS,EQUITY,cube3_cluster0,2
FAST,Industrials,Industrial Distribution,49078431744,United States,Fastenal Company,40.714287,19.520548,,12.603184,6.1366453,49307631616.0,27.465,2.08,0.88,0.7971,2.16,0.15336001,0.20696,0.45147,0.32742,0.205,0.117,0.115,0.125,0.94,50.63,35.305,0.100767136,4.259,1.964,13.283,517300000.0,288100000.0,hold,2.83333,43.95455,49.0,29.5,11.0,21568.0,NMS,EQUITY,cube3_cluster0,2
CARR,Industrials,Building Products & Equipment,48933814272,United States,Carrier Global Corporation,33.04598,18.914474,,3.326776,2.1784184,58795667456.0,16.056,1.58,0.9,0.3678,1.17,0.17812,0.14412,0.26915002,0.11377,0.0382,0.03,-0.733,-0.747,1.254,83.32,54.22,-0.3031491,1.166,0.722,79.173,11886999552.0,1796999936.0,buy,1.96,75.51667,90.0,60.0,21.0,48000.0,NYQ,EQUITY,cube1_cluster1,2
SLB,Energy,Oil & Gas Equipment & Services,48655630336,United States,SLB N.V.,11.154109,8.87466,,2.1677206,1.371431,54808801280.0,6.886,3.53,1.14,0.3836,2.19,0.11534,0.15738,0.20063,0.19224001,0.07683,-0.065,-0.039,-0.088,0.975,44.97,31.11,-0.24866122,1.315,0.879,63.579,13701999616.0,3747000064.0,strong_buy,1.48276,46.02143,82.0,36.0,28.0,110000.0,NYQ,EQUITY,cube2_cluster0,2
GRMN,Technology,Scientific & Technical Instruments,48381427712,Switzerland,Garmin Ltd.,31.049814,33.422253,,5.908434,7.1588736,45596979200.0,23.469,1.43,3.6,0.38889998,2.14,0.23208,0.26028,0.58937,0.20733,0.11445,0.204,0.327,0.333,0.988,261.69,160.95,0.5064733,3.012,1.871,2.335,189708000.0,2587246080.0,hold,3.11111,218.33333,305.0,167.0,6.0,21800.0,NYQ,EQUITY,cube3_cluster0,2
EXC,Utilities,Utilities - Regulated Electric,47853199360,United States,Exelon Corporation,17.81203,18.01521,,1.7325484,2.013515,95980199936.0,12.446,3.42,1.6,0.59319997,3.5,0.111669995,0.17284,0.4182,0.09871,0.0273,0.012,-0.135,-0.127,0.486,48.11,35.94,0.15507889,0.948,0.566,176.868,48851001344.0,724000000.0,buy,2.4375,47.92857,57.0,37.0,14.0,20000.0,NMS,EQUITY,cube3_cluster0,2
XEL,Utilities,Utilities - Regulated Electric,47816806400,United States,Xcel Energy Inc.,22.211538,21.109661,,2.2803552,3.426009,79738806272.0,14.503,2.84,2.28,0.6191,3.02,0.14852999,0.17676,0.44494,0.10654,0.02207,0.086,0.389,0.47,0.378,82.54,62.58,0.26375532,0.963,0.619,159.282,33386999808.0,1464999936.0,buy,1.6,82.07143,92.0,65.0,14.0,11380.0,NMS,EQUITY,cube3_cluster0,2
TTWO,Communication Services,Electronic Gaming & Multimedia,47541661696,United States,"Take-Two Interactive Software, Inc.",,32.872448,,13.652593,8.197969,49013460992.0,81.594,,,0.0,,-0.7292,0.011569999,0.59501,-0.89287,-0.016490001,0.124,,,1.017,262.19,154.03,0.6448574,1.165,0.986,100.747,3506899968.0,2035100032.0,strong_buy,1.33333,268.37857,316.0,150.0,28.0,12928.0,NMS,EQUITY,cube3_cluster0,2
DHI,Consumer Cyclical,Residential Construction,46727880704,United States,"D.R. Horton, Inc.",12.27408,9.839297,,1.948073,1.3514855,52284383232.0,10.004,1.05,1.6,0.12060001,0.93,0.114630006,0.14564,0.2358,0.16098,0.0896,-0.074,-0.18,-0.243,1.397,195.5,110.44,-0.1943506,6.526,0.559,29.937,7362400256.0,2345999872.0,buy,2.45,164.0,199.0,110.0,15.0,14766.0,NYQ,EQUITY,cube2_cluster0,2
XYZ,Technology,Software - Infrastructure,46438109184,United States,"Block, Inc.",16.277779,21.644075,,2.0979867,1.9483473,45037645824.0,28.395,,,0.0,,0.124110006,0.08179,0.39644,0.14163,0.02159,-0.016,1.811,1.758,2.715,99.26,44.27,0.044992328,1.957,1.073,27.675,6122475008.0,6781575168.0,buy,1.97727,87.92222,105.0,58.0,36.0,12000.0,NYQ,EQUITY,cube2_cluster1,2
MPWR,Technology,Semiconductors,46371430400,United States,"Monolithic Power Systems, Inc.",25.353497,56.35914,,13.630412,18.228395,45887975424.0,65.098,0.64,6.24,0.147,0.64,0.73167,0.24791999,0.55312,0.665,0.12478,0.31,0.356,0.332,1.275,994.83,438.86,0.09721804,5.003,3.496,0.585,19912000.0,1146077056.0,buy,1.625,950.8571,1200.0,750.0,14.0,4017.0,NMS,EQUITY,cube3_cluster1,2
F,Consumer Cyclical,Auto Manufacturers,45927587840,United States,Ford Motor Company,14.935898,6.6571426,,1.029061,0.2479222,177909579776.0,20.806,5.2,0.6,0.9615,5.76,0.01701,0.010720001,0.07221,0.07152,0.00634,0.05,,,1.542,12.8,8.44,0.06457567,1.101,0.911,355.447,160238993408.0,28280999936.0,hold,2.90476,11.45,16.0,9.5,20.0,169000.0,NYQ,EQUITY,cube3_cluster0,2
PAYX,Technology,Software - Application,46278787072,United States,"Paychex, Inc.",28.575554,24.308128,,11.655035,7.9884667,49629487104.0,18.885,3.39,4.32,0.9238,2.63,0.27855,0.36727002,0.72827005,0.41266,0.108100004,0.168,-0.102,-0.102,0.913,161.24,119.02,-0.104567826,1.268,0.515,126.47,5021599744.0,1670899968.0,hold,3.0625,135.15385,150.0,122.0,13.0,19000.0,NMS,EQUITY,cube1_cluster1,2
AIG,Financial Services,Insurance - Diversified,45932462080,United States,"American International Group, Inc.",15.297049,12.356185,,1.1182898,1.676612,43293458432.0,5.278,2.2,1.8,0.3084,2.29,0.11677,0.23827,0.33235002,0.07604,0.01725,0.083,,,0.686,88.07,69.24,0.06287348,0.632,0.234,22.293,9258000384.0,11925000192.0,buy,2.35,88.83333,99.0,79.0,18.0,22200.0,NYQ,EQUITY,cube3_cluster0,2
CBRE,Real Estate,Real Estate Services,45930487808,United States,"CBRE Group, Inc.",42.87778,25.726667,,5.4813395,1.2053981,54316453888.0,21.46,,,0.0,,0.02861,0.04408,0.19468,0.12946999,0.043470003,0.162,0.714,0.654,1.363,167.56,108.45,0.24566257,1.126,0.885,108.184,9729000448.0,1395000064.0,buy,1.83333,172.63635,197.0,115.0,11.0,140000.0,NYQ,EQUITY,cube3_cluster0,2
GWW,Industrials,Industrial Distribution,45906518016,United States,"W.W. Grainger, Inc.",23.750061,22.79126,,12.515192,2.6260805,48447516672.0,16.423,0.97,9.04,0.2134,1.09,0.10995,0.14887999,0.39248002,0.52412,0.19549999,0.056,0.048,0.026,1.165,1227.66,893.99,-0.13824993,2.822,1.533,66.838,2728999936.0,597000000.0,hold,2.9,1041.8572,1224.0,930.0,14.0,23500.0,NYQ,EQUITY,cube1_cluster1,2
AMP,Financial Services,Asset Management,45865000960,United States,"Ameriprise Financial, Inc.",15.016048,12.594357,,7.5520787,2.5228274,41194000384.0,,1.33,6.4,0.1882,1.51,0.17739001,0.36303002,0.56463003,0.58239,0.022,0.022,0.338,0.279,1.257,582.05,396.14,-0.05754751,2.588,1.701,57.793,3515000064.0,8185999872.0,hold,2.57143,550.2727,650.0,434.0,11.0,13600.0,NYQ,EQUITY,cube2_cluster0,2
KR,Consumer Defensive,Grocery Stores,45810941952,United States,The Kroger Co.,17.027094,15.093886,,5.603015,0.31163907,71999242240.0,8.971,2.09,1.4,0.32490003,2.0,0.018550001,0.028900001,0.23915,0.25049,0.05533,0.001,0.422,0.307,0.566,74.9,55.19,0.19576061,0.946,0.425,271.402,25177999360.0,4882999808.0,buy,2.12,76.27273,85.0,65.0,22.0,400000.0,NYQ,EQUITY,cube2_cluster0,2
STX,Technology,Computer Hardware,46748667904,Singapore,Seagate Technology Holdings plc,32.45859,21.817526,,-99.356804,5.1389103,49490870272.0,22.713,1.31,2.88,0.4225,3.43,0.16148001,0.24304001,0.35319,,0.1529,0.295,-0.061,-0.049,1.649,264.83,63.19,0.9635924,1.38,0.744,,5373000192.0,891000000.0,buy,1.82609,222.35,330.0,80.0,20.0,30000.0,NMS,EQUITY,cube5_cluster1,1
WBD,Communication Services,Entertainment,44514381824,United States,"Warner Bros. Discovery, Inc.",57.999996,-138.3077,,1.2344662,1.1579922,75526381568.0,9.474,,,0.0,,0.01998,-0.00601,0.44296002,0.01759,0.00937,0.01,,,1.737,20.24,7.25,1.3394737,1.044,0.623,92.733,34631999488.0,4917000192.0,buy,2.25,18.27,25.0,10.0,20.0,35000.0,NMS,EQUITY,cube3_cluster1,2
BKR,Energy,Oil & Gas Equipment & Services,44847644672,United States,Baker Hughes Company,14.844372,17.44358,,2.4963806,1.624385,47314960384.0,10.121,2.02,0.92,0.2876,2.59,0.1104,0.12836,0.21424,0.18363,0.05846,-0.032,0.223,0.211,0.98,50.93,33.6,0.252478,1.408,0.767,33.77,6033999872.0,3087000064.0,buy,1.86957,51.90476,60.0,40.0,21.0,57000.0,NMS,EQUITY,cube2_cluster0,2
OKE,Energy,Oil & Gas Midstream,43818422272,United States,"ONEOK, Inc.",13.563353,11.6549425,,2.007212,1.5675749,76262424576.0,11.145,5.92,4.12,0.7875,5.98,0.110649996,0.18423,0.33682,0.16766001,0.06278,0.612,0.008,0.078,1.001,118.07,68.26,-0.26753002,0.586,0.388,148.224,32466999296.0,97000000.0,buy,2.05,93.31579,114.0,75.0,19.0,5177.0,NYQ,EQUITY,cube0_cluster0,2
CPRT,Industrials,Specialty Business Services,43325341696,United States,"Copart, Inc.",27.635803,25.729885,,4.714617,9.323377,81985806336.0,41.925,,,0.0,,0.33408,0.36672002,0.47172,0.18481001,0.118310004,0.052,0.242,0.229,1.034,64.38,43.71,-0.196536,8.422,7.335,1.127,103739000.0,4789069824.0,buy,2.18182,56.0,65.0,46.0,8.0,13800.0,NMS,EQUITY,cube0_cluster0,2
ETR,Utilities,Utilities - Regulated Electric,43149901824,United States,Entergy Corporation,23.749386,12.488373,,2.661417,3.5060902,72695062528.0,12.912,2.51,2.4,0.5868,3.64,0.14300999,0.25529,0.4905,0.111999996,0.03205,0.127,8.545,8.565,0.605,98.58,66.345,0.4355129,0.797,0.436,183.959,30405443584.0,1175630976.0,buy,1.83333,97.38133,113.0,67.0,15.0,12000.0,NYQ,EQUITY,cube3_cluster0,2
EW,Healthcare,Medical Devices,43069657088,United States,Edwards Lifesciences Corporation,30.439833,29.942858,,4.08987,7.575884,39771254784.0,22.847,,,0.0,,0.72956,0.28123,0.78873,0.15533,0.08420999,0.119,-0.075,-0.09,1.047,83.0,64.89,0.05878079,4.682,3.534,6.624,702600000.0,4062200064.0,buy,2.15152,87.13517,100.0,72.0,29.0,15800.0,NYQ,EQUITY,cube2_cluster0,2
AME,Industrials,Specialty Industrial Machinery,42906624000,United States,"AMETEK, Inc.",29.302837,25.449314,,4.1300964,6.146911,44485615616.0,20.18,0.68,1.24,0.19,0.62,0.20596,0.25483,0.35705003,0.14639,0.07501,0.025,0.069,0.061,1.109,198.33,145.02,0.07592392,1.633,0.964,21.164,2198699008.0,619712000.0,buy,1.94444,206.70589,229.0,168.0,17.0,21500.0,NYQ,EQUITY,cube2_cluster0,2
MSCI,Financial Services,Financial Data & Stock Exchanges,42827845632,United States,MSCI Inc.,36.37188,32.487087,,-48.326496,14.339429,47139672064.0,27.288,1.31,7.2,0.45060003,0.94,0.39464,0.54545,0.82181,,0.18545,0.091,0.163,0.138,1.332,642.45,486.74,-0.10590249,0.865,0.772,,4655508992.0,343683008.0,buy,1.84211,627.0,700.0,520.0,16.0,6208.0,NYQ,EQUITY,cube2_cluster0,2
CTVA,Basic Materials,Agricultural Inputs,42559197184,United States,"Corteva, Inc.",28.880182,19.523363,,1.6445365,2.4776852,44289196032.0,12.406,1.15,0.72,0.3134,1.1,0.08156,0.28284,0.45654,0.0574,0.035520002,0.056,0.274,0.248,0.765,77.41,53.4,0.09371734,1.682,1.14,13.877,3628999936.0,2140999936.0,buy,1.65217,79.47619,90.0,67.0,21.0,22000.0,NYQ,EQUITY,cube3_cluster0,2
CCI,Real Estate,REIT - Specialty,42366881792,United States,Crown Castle Inc.,,36.30224,,-30.62323,6.5502295,71838883840.0,18.266,4.42,4.25,2.2199001,4.61,-0.71707,0.47924998,0.71475,-1.83279,0.040349998,-0.042,0.159,0.159,0.963,115.89,84.2,-0.15923011,0.282,0.105,,29565999104.0,94000000.0,buy,1.9,118.00842,127.0,102.0,19.0,3900.0,NYQ,EQUITY,cube2_cluster0,2
OXY,Energy,Oil & Gas E&P,41759932416,United States,Occidental Petroleum Corporation,24.870586,13.379746,,1.5170978,1.5381191,72211111936.0,5.465,2.26,0.96,0.5412,1.55,0.09002,0.14874,0.63941,0.071100004,0.03988,-0.059,-0.748,-0.606,0.951,53.2,34.78,-0.17726922,1.048,0.751,66.823,24174000128.0,2326000128.0,hold,2.65217,51.5,63.0,38.0,22.0,13323.0,NYQ,EQUITY,cube2_cluster1,2
EBAY,Consumer Cyclical,Internet Retail,41614417920,United States,eBay Inc.,19.83878,17.444445,,8.801469,3.9746342,45026418688.0,17.748,1.3,1.16,0.2489,1.65,0.2086,0.17729001,0.71882004,0.42632,0.07108,0.061,0.769,0.643,1.305,101.15,56.33,0.3339305,0.996,0.904,150.811,7161999872.0,3750000128.0,hold,2.72727,89.0,102.0,60.0,28.0,11500.0,NMS,EQUITY,cube3_cluster0,2
PEG,Utilities,Utilities - Regulated Electric,41144135680,United States,Public Service Enterprise Group Incorporated,20.661655,20.255527,,2.4675987,3.6953597,64391135232.0,15.32,3.08,2.52,0.62119997,3.26,0.17783001,0.29697,0.35351002,0.12186,0.03199,0.158,0.345,0.348,0.538,95.22,74.67,-0.072927296,1.001,0.556,140.561,23433000960.0,186000000.0,buy,2.5,89.75,103.0,71.0,14.0,13047.0,NYQ,EQUITY,cube2_cluster0,2
FANG,Energy,Oil & Gas E&P,41057816576,United States,"Diamondback Energy, Inc.",10.277536,9.687841,,1.0620788,3.0617313,60036874240.0,6.165,2.74,3.9,0.3797,4.11,0.28613,0.27926,0.75421,0.13784,0.06365,0.413,-0.489,-0.165,1.015,186.74,114.0,-0.20948988,0.55,0.466,35.449,15178999808.0,219000000.0,strong_buy,1.44828,181.13792,222.0,143.0,29.0,1983.0,NMS,EQUITY,cube2_cluster1,2
VMC,Basic Materials,Building Materials,40835616768,United States,Vulcan Materials Company,41.993206,34.038548,,4.8528004,5.376928,46022713344.0,21.095,0.65,1.96,0.2635,0.8,0.12523,0.22278999,0.27558002,0.1187,0.05953,0.044,0.043,0.042,0.923,310.685,215.08,0.19763446,1.672,1.063,65.384,5511699968.0,347400000.0,buy,1.68182,308.5,356.0,190.0,22.0,11971.0,NYQ,EQUITY,cube3_cluster0,2
TGT,Consumer Defensive,Discount Stores,40423346176,United States,Target Corporation,10.17849,8.464319,,2.6214821,0.3826519,56484347904.0,6.516,5.22,4.56,0.5221,2.62,0.03718,0.05434,0.27833998,0.26319,0.06138,-0.009,-0.202,-0.216,1.177,161.5,85.36,-0.456469,0.99,0.226,132.309,20401999872.0,4341000192.0,hold,2.75,101.51515,130.0,80.0,33.0,440000.0,NYQ,EQUITY,cube0_cluster0,2
